PA 111	PA 111	23/09/2026	20:00	20:00		SINDH (KHI)	International	Scheduled	 Detail
RX 244	RX 244	23/09/2026	20:15	20:15	 D6	AR RIYAD (RUH)	International	Scheduled	 Detail
FZ 175	FZ 175	23/09/2026	20:20	20:20	 F8	ALEXANDRIA (HBE)	International	Scheduled	 Detail
9P 513	9P 513	23/09/2026	20:25	20:25	 D11	PUNJAB (LHE)	International	Scheduled	 Detail
SV 561	SV 561	23/09/2026	20:30	20:30	 D18	AR RIYAD (RUH)	International	Scheduled	 Detail
XY 208	XY 208	23/09/2026	20:40	20:40	 D12	AR RIYAD (RUH)	International	Scheduled	 Detail
FZ 435	FZ 435	23/09/2026	20:45	20:45	 F12	TELANGANA (HYD)	International	Scheduled	 Detail
EK 821	EK 821	23/09/2026	20:50	20:50	 B25	EASTERN PROVINCE (DMM)	International	Scheduled	 Detail
6E 1472	6E 1472	23/09/2026	20:50	20:55	 D10	TAMIL NADU (MAA)	International	Scheduled	 Detail
SG 5112	SG 5112	23/09/2026	20:55	20:55	 D8	HARYANA (DEL)	International	Scheduled	 Detail
EK 314	EK 314	23/09/2026	21:00	21:00	 A5	SINGAPORE (SIN)	International	Scheduled	 Detail
EK 542	EK 542	23/09/2026	21:00	21:00	 B27	TAMIL NADU (MAA)	International	Scheduled	 Detail
FZ 1721	FZ 1721	23/09/2026	21:00	21:00	 B4	ALMATY OBLYSY (ALA)	International	Scheduled	 Detail
GF 511	GF 511	23/09/2026	21:00	21:00	 D17	MUHARRAQ (BAH)	International	Scheduled	 Detail
SV 551	SV 551	23/09/2026	21:00	21:00	 D21	MAKKAH (JED)	International	Scheduled	 Detail
XY 212	XY 212	23/09/2026	21:00	21:00	 D5	AR RIYAD (RUH)	International	Scheduled	 Detail
EK 614	EK 614	23/09/2026	21:05	21:05	 B18	PUNJAB (ISB)	International	Scheduled	 Detail
FZ 19	FZ 19	23/09/2026	21:10	21:10	 F11	BALADIYAT AD DAWHAH (DOH)	International	Scheduled	 Detail
FZ 755	FZ 755	23/09/2026	21:10	21:10	 F9	ISTANBUL (IST)	International	Scheduled	 Detail
EK 344	EK 344	23/09/2026	21:15	21:15	 B26	NEGERI SEMBILAN (KUL)	International	Scheduled	 Detail
EK 568	EK 568	23/09/2026	21:15	21:15	 A22	KARNATAKA (BLR)	International	Scheduled	 Detail
FZ 1303	FZ 1303	23/09/2026	21:15	21:15	 B2	AKMOLA (NQZ)	International	Scheduled	 Detail
FZ 1941	FZ 1941	23/09/2026	21:20	21:20	 C17	TOSHKENT SHAHRI (TAS)	International	Scheduled	 Detail
EK 522	EK 522	23/09/2026	21:25	21:25	 A17	KERALA (TRV)	International	Scheduled	 Detail
EK 532	EK 532	23/09/2026	21:25	21:25	 A16	KERALA (COK)	International	Scheduled	 Detail
EK 512	EK 512	23/09/2026	21:30	21:30	 A12	HARYANA (DEL)	International	Scheduled	 Detail
SG 5153	SG 5153	23/09/2026	12:00	22:55	 D17	KERALA (CCJ)	International	Scheduled	 Detail
SG 5117	SG 5117	23/09/2026	15:40	23:45	 D4	KERALA (COK)	International	Scheduled
