TK 3167	TK 3167	23/09/2026	12:50	12:50		AGRI (AJI)	Domestic	Scheduled	 Detail
PC 859	PC 859	23/09/2026	12:55	12:55		AL FARWANIYAH (KWI)	International	Scheduled	 Detail
TK 1054	TK 1054	23/09/2026	12:55	12:55		ZAGREBACKA (ZAG)	International	Scheduled	 Detail
TK 1272	TK 1272	23/09/2026	12:55	12:55		LESSER POLAND VOIVODESHIP (KRK)	International	Scheduled	 Detail
TK 1454	TK 1454	23/09/2026	12:55	12:55		CAMPANIA (NAP)	International	Scheduled	 Detail
TK 2223	TK 2223	23/09/2026	12:55	12:55		GAZIANTEP (GZT)	Domestic	Scheduled	 Detail
TK 2411	TK 2411	23/09/2026	12:55	12:55		ANTALYA (AYT)	Domestic	Scheduled	 Detail
TK 707	TK 707	23/09/2026	12:55	12:58		KABUL (KBL)	International	Active	 Detail
TK 1394	TK 1394	23/09/2026	12:55	13:00		SICILY (CTA)	International	Scheduled	 Detail
FQ 750	FQ 750	23/09/2026	13:00	13:00		TRIPOLI (MJI)	International	Scheduled	 Detail
LH 1298	LH 1298	23/09/2026	13:00	13:00		HESSE (FRA)	International	Scheduled	 Detail
MS 737	MS 737	23/09/2026	13:00	13:00		CAIRO (CAI)	International	Scheduled	 Detail
PC 1026	PC 1026	23/09/2026	13:00	13:00		BAVARIA (MUC)	International	Scheduled	 Detail
TK 1768	TK 1768	23/09/2026	13:00	13:00		CENTRAL BOHEMIA (PRG)	International	Scheduled	 Detail
TK 2821	TK 2821	23/09/2026	13:00	13:00		TRABZON (TZX)	Domestic	Scheduled	 Detail
TK 3243	TK 3243	23/09/2026	13:00	13:00		HATAY (HTY)	Domestic	Scheduled	 Detail
YL 102	YL 102	23/09/2026	13:00	13:00		TRIPOLI (MJI)	International	Scheduled	 Detail
TK 369	TK 369	23/09/2026	12:55	13:05		TOSHKENT SHAHRI (TAS)	International	Active	 Detail
B2 783	B2 783	23/09/2026	13:05	13:05		MINSK (MSQ)	International	Scheduled	 Detail
LO 133	LO 133	23/09/2026	13:05	13:05		MASOVIAN VOIVODESHIP (WAW)	International	Scheduled	 Detail
PC 2761	PC 2761	23/09/2026	13:05	13:05		IGDIR (IGD)	Domestic	Scheduled	 Detail
TK 3003	TK 3003	23/09/2026	13:05	13:05		ANKARA (ESB)	Domestic	Scheduled	 Detail
TK 59	TK 59	23/09/2026	12:40	13:06		BANGKOK (BKK)	International	Active	 Detail
TK 2	TK 2	23/09/2026	13:00	13:09		NEW YORK (JFK)	International	Active	 Detail
B9 9709	B9 9709	23/09/2026	13:10	13:10		EAST AZERBAIJAN (TBZ)	International	Scheduled	 Detail
PC 1016	PC 1016	23/09/2026	13:10	13:10		NORTH RHINE-WESTPHALIA (CGN)	International	Scheduled	 Detail
PC 631	PC 631	23/09/2026	13:10	13:10		SOUTH SINAI (SSH)	International	Scheduled	 Detail
TK 2135	TK 2135	23/09/2026	13:10	13:10		ANKARA (ESB)	Domestic	Scheduled	 Detail
TK 1930	TK 1930	23/09/2026	13:15	13:15		ENGLAND (LGW)	International	Scheduled	 Detail
TK 2607	TK 2607	23/09/2026	13:15	13:15		DIYARBAKIR (DIY)	Domestic	Scheduled	 Detail
TK 345	TK 345	23/09/2026	13:10	13:17		BARTLETTS (BSZ)	International	Active	 Detail
TK 1062	TK 1062	23/09/2026	13:10	13:18		SENCUR (LJU)	International	Scheduled	 Detail
6E 17	6E 17	23/09/2026	13:50	13:18		MAHARASHTRA (BOM)	International	Active	 Detail
G9 321	G9 321	23/09/2026	13:20	13:20		SHARJAH (SHJ)	International	Active	 Detail
TK 1848	TK 1848	23/09/2026	13:20	13:20		ATTICA (ATH)	International	Scheduled	 Detail
TK 2319	TK 2319	23/09/2026	13:20	13:20		IZMIR (ADB)	Domestic	Scheduled	 Detail
TK 2675	TK 2675	23/09/2026	13:20	13:20		MARDIN (MQM)	Domestic	Scheduled	 Detail
TK 3251	TK 3251	23/09/2026	13:20	13:20		KARS (KSY)	Domestic	Scheduled	 Detail
TK 3325	TK 3325	23/09/2026	13:20	13:20		TRABZON (TZX)	Domestic	Scheduled	 Detail
TK 642	TK 642	23/09/2026	13:20	13:20		BANGHAZI (BEN)	International	Scheduled	 Detail
TK 691	TK 691	23/09/2026	13:20	13:20		CAIRO (CAI)	International	Scheduled	 Detail
PC 2011	PC 2011	23/09/2026	13:25	13:25		ANTALYA (AYT)	Domestic	Scheduled	 Detail
PC 292	PC 292	23/09/2026	13:25	13:25		FEDERATION OF BOSNIA AND HERZEGOVINA (SJJ)	International	Scheduled	 Detail
TK 1884	TK 1884	23/09/2026	13:25	13:25		LOWER AUSTRIA (VIE)	International	Scheduled	 Detail
TK 2683	TK 2683	23/09/2026	13:25	13:25		BATMAN (BAL)	Domestic	Scheduled	 Detail
TK 2693	TK 2693	23/09/2026	13:25	13:25		MUS (MSR)	Domestic	Scheduled	 Detail
TK 845	TK 845	23/09/2026	13:25	13:25		ALEPPO (ALP)	International	Scheduled	 Detail
J2 175	J2 175	23/09/2026	13:30	13:30		BAKI (GYD)	International	Scheduled	 Detail
KU 157	KU 157	23/09/2026	13:30	13:30		AL FARWANIYAH (KWI)	International	Scheduled	 Detail
TK 2413	TK 2413	23/09/2026	13:30	13:30		ANTALYA (AYT)	Domestic	Scheduled	 Detail
TK 2507	TK 2507	23/09/2026	13:30	13:30		MUGLA (BJV)	Domestic	Scheduled	 Detail
TK 2667	TK 2667	23/09/2026	13:30	13:30		SIRNAK (NKT)	Domestic	Scheduled	 Detail
TK 847	TK 847	23/09/2026	13:30	13:30		RIF-DIMASHQ (DAM)	International	Scheduled	 Detail
TK 1868	TK 1868	23/09/2026	13:30	13:33		VENETO (VCE)	International	Scheduled	 Detail
TK 206	TK 206	23/09/2026	14:00	13:33		MICHIGAN (DTW)	International	Active	 Detail
TK 2557	TK 2557	23/09/2026	13:35	13:35		MUGLA (DLM)	Domestic	Scheduled	 Detail
TK 2731	TK 2731	23/09/2026	13:35	13:35		AGRI (AJI)	Domestic	Scheduled	 Detail
TK 751	TK 751	23/09/2026	13:20	13:39		PUNJAB (ISB)	International	Active	 Detail
TK 2715	TK 2715	23/09/2026	13:40	13:40		KARS (KSY)	Domestic	Scheduled	 Detail
DP 993	DP 993	23/09/2026	11:55	13:41		MOSKOVSKAYA (VKO)	International	Active	 Detail
TK 353	TK 353	23/09/2026	13:10	13:42		ALMATY OBLYSY (ALA)	International	Active	 Detail
TK 843	TK 843	23/09/2026	13:30	13:45		MAYORALITY OF BAGHDAD (BGW)	International	Scheduled	 Detail
SV 257	SV 257	23/09/2026	13:45	13:45		MAKKAH (JED)	International	Scheduled	 Detail
TK 1266	TK 1266	23/09/2026	13:45	13:45		MASOVIAN VOIVODESHIP (WAW)	International	Scheduled	 Detail
TK 1370	TK 1370	23/09/2026	13:45	13:45		LUQA (MLA)	International	Scheduled	 Detail
TK 333	TK 333	23/09/2026	13:45	13:45		BAKI (GYD)	International	Scheduled	 Detail
6E 11	6E 11	23/09/2026	14:00	13:48		HARYANA (DEL)	International	Active	 Detail
HH 575	HH 575	23/09/2026	13:50	13:50		TOSHKENT SHAHRI (TAS)	International	Active	 Detail
PC 2245	PC 2245	23/09/2026	13:50	13:50		MUGLA (BJV)	Domestic	Scheduled	 Detail
PC 906	PC 906	23/09/2026	13:50	13:50		LOWER AUSTRIA (VIE)	International	Scheduled	 Detail
TK 2747	TK 2747	23/09/2026	13:35	13:51		VAN (VAN)	Domestic	Scheduled	 Detail
FZ 751	FZ 751	23/09/2026	13:05	13:52		DUBAI (DXB)	International	Scheduled	 Detail
TK 82	TK 82	23/09/2026	14:10	13:53		MASSACHUSETTS (BOS)	International	Active	 Detail
UX 1683	UX 1683	23/09/2026	13:55	13:54		MADRID (MAD)	International	Scheduled	 Detail
TK 701	TK 701	23/09/2026	13:55	13:55		SOUTH SINAI (SSH)	International	Scheduled	 Detail
TK 743	TK 743	23/09/2026	13:55	13:59		DHAKA (DAC)	International	Active	 Detail
F3 811	F3 811	23/09/2026	14:00	14:00		AL MADINAH AL MUNAWWARAH (MED)	International	Scheduled	 Detail
NB 301	NB 301	23/09/2026	14:00	14:00		BANGHAZI (BEN)	International	Scheduled	 Detail
TS 214	TS 214	23/09/2026	14:00	14:00		ONTARIO (YYZ)	International	Active	 Detail
TK 2435	TK 2435	23/09/2026	14:10	14:00		ANTALYA (AYT)	Domestic	Scheduled	 Detail
4O 400	4O 400	23/09/2026	14:05	14:05		TIVAT (TIV)	International	Scheduled	 Detail
PC 2815	PC 2815	23/09/2026	14:05	14:05		TRABZON (TZX)	Domestic	Scheduled	 Detail
PC 619	PC 619	23/09/2026	14:05	14:05		RED SEA (HRG)	International	Scheduled	 Detail
PC 2421	PC 2421	23/09/2026	14:10	14:10		SANLIURFA (GNY)	Domestic	Scheduled	 Detail
TK 102	TK 102	23/09/2026	14:10	14:10		PRISTINA (PRN)	International	Scheduled	 Detail
TK 1322	TK 1322	23/09/2026	14:10	14:10		EMILIA-ROMAGNA (BLQ)	International	Scheduled	 Detail
TK 2139	TK 2139	23/09/2026	14:10	14:10		ANKARA (ESB)	Domestic	Scheduled	 Detail
VF 336	VF 336	23/09/2026	14:10	14:10		CENTRAL BOHEMIA (PRG)	International	Scheduled	 Detail
TK 1852	TK 1852	23/09/2026	12:10	14:14		CATALONIA (BCN)	International	Scheduled	 Detail
PC 1921	PC 1921	23/09/2026	14:15	14:15		LEFKOSIA (ECN)	International	Scheduled	 Detail
PC 2281	PC 2281	23/09/2026	14:15	14:15		MUGLA (DLM)	Domestic	Scheduled	 Detail
SU 2136	SU 2136	23/09/2026	14:15	14:15		MOSCOW (SVO)	International	Active	 Detail
TK 2321	TK 2321	23/09/2026	14:15	14:15		IZMIR (ADB)	Domestic	Scheduled	 Detail
XY 555	XY 555	23/09/2026	14:15	14:15		MAKKAH (JED)	International	Scheduled	 Detail
EK 123	EK 123	23/09/2026	14:25	14:15		DUBAI (DXB)	International	Scheduled	 Detail
TK 745	TK 745	23/09/2026	13:50	14:19		PUNJAB (LHE)	International	Active	 Detail
PC 262	PC 262	23/09/2026	14:20	14:20		MOJANOVICI (TGD)	International	Scheduled	 Detail
TK 1504	TK 1504	23/09/2026	14:20	14:20		BAVARIA (NUE)	International	Scheduled	 Detail
TK 1758	TK 1758	23/09/2026	14:20	14:20		BABITE (RIX)	International	Scheduled	 Detail
TK 2225	TK 2225	23/09/2026	14:20	14:20		GAZIANTEP (GZT)	Domestic	Scheduled	 Detail
TK 2461	TK 2461	23/09/2026	14:20	14:20		CASTELO BRANCO (COV)	International	Scheduled	 Detail
TK 977	TK 977	23/09/2026	14:20	14:20		LEFKOSIA (ECN)	International	Scheduled	 Detail
TK 1131	TK 1131	23/09/2026	14:25	14:22		CMB (CMB)	International	Active	 Detail
TK 8	TK 8	23/09/2026	14:50	14:24		VIRGINIA (IAD)	International	Active	 Detail
PC 2009	PC 2009	23/09/2026	14:25	14:25		ANTALYA (AYT)	Domestic	Scheduled	 Detail
TK 1630	TK 1630	23/09/2026	14:30	14:30		BAVARIA (MUC)	International	Scheduled	 Detail
TK 2415	TK 2415	23/09/2026	14:30	14:30		ANTALYA (AYT)	Domestic	Scheduled	 Detail
TK 180	TK 180	23/09/2026	12:35	14:31		LOS ANGELES (LAX)	International	Active	 Detail
A3 992	A3 992	23/09/2026	14:35	14:35		ATTICA (ATH)	International	Scheduled	 Detail
BT 711	BT 711	23/09/2026	14:35	14:35		BABITE (RIX)	International	Scheduled	 Detail
TK 2581	TK 2581	23/09/2026	14:35	14:35		DENIZLI (DNZ)	Domestic	Canceled	 Detail
TK 379	TK 379	23/09/2026	14:35	14:35		DIDI LILO (TBS)	International	Scheduled	 Detail
TK 381	TK 381	23/09/2026	14:35	14:35		DIDI LILO (TBS)	International	Scheduled	 Detail
DP 995	DP 995	23/09/2026	14:40	14:39		MOSKOVSKAYA (VKO)	International	Scheduled	 Detail
TK 1672	TK 1672	23/09/2026	14:40	14:40		NORTH RHINE-WESTPHALIA (CGN)	International	Scheduled	 Detail
TK 1722	TK 1722	23/09/2026	14:40	14:40		BERLIN (BER)	International	Scheduled	 Detail
TK 1862	TK 1862	23/09/2026	14:40	14:40		LATIUM (FCO)	International	Scheduled	 Detail
TK 1874	TK 1874	23/09/2026	14:40	14:40		LOMBARDY (MXP)	International	Scheduled	 Detail
GF 43	GF 43	23/09/2026	14:45	14:45	 204	MUHARRAQ (BAH)	International	Scheduled	 Detail
TK 1354	TK 1354	23/09/2026	14:45	14:45		LUXEMBOURG (LUX)	International	Scheduled	 Detail
TK 1366	TK 1366	23/09/2026	14:45	14:45		PROVENCE-ALPES-COTE D'AZUR (MRS)	International	Scheduled	 Detail
TK 1408	TK 1408	23/09/2026	14:45	14:45		VILNIUS COUNTY (VNO)	International	Scheduled	 Detail
TK 1554	TK 1554	23/09/2026	14:45	14:45		LOWER SAXONY (HAJ)	International	Scheduled	 Detail
TK 1662	TK 1662	23/09/2026	14:45	14:45		HAMBURG (HAM)	International	Scheduled	 Detail
TK 1784	TK 1784	23/09/2026	14:45	14:45		CAPITAL REGION (CPH)	International	Scheduled	 Detail
TK 1808	TK 1808	23/09/2026	14:45	14:45		RHONE-ALPES (LYS)	International	Scheduled	 Detail
TK 1918	TK 1918	23/09/2026	14:45	14:45		GENEVA (GVA)	International	Scheduled	 Detail
TK 281	TK 281	23/09/2026	14:50	14:48		SHANGHAI SHI (PVG)	International	Active	 Detail
B9 9710	B9 9710	23/09/2026	14:50	14:50		TEHRAN (IKA)	International	Scheduled	 Detail
BA 718	BA 718	23/09/2026	14:50	14:50		ENGLAND (LHR)	International	Scheduled	 Detail
PC 1008	PC 1008	23/09/2026	14:50	14:50		DUSSELDORF (DUS)	International	Scheduled	 Detail
PC 2735	PC 2735	23/09/2026	14:50	14:50		KAYSERI (ASR)	Domestic	Scheduled	 Detail
SV 263	SV 263	23/09/2026	14:50	14:50		AR RIYAD (RUH)	International	Scheduled	 Detail
TK 1422	TK 1422	23/09/2026	14:50	14:50		HARJU (TLL)	International	Scheduled	 Detail
TK 1524	TK 1524	23/09/2026	14:50	14:50		DUSSELDORF (DUS)	International	Scheduled	 Detail
TK 1702	TK 1702	23/09/2026	14:50	14:50		BADEN-WUERTTEMBERG (STR)	International	Scheduled	 Detail
TK 1814	TK 1814	23/09/2026	14:50	14:50		PROVENCE-ALPES-COTE D'AZUR (NCE)	International	Scheduled	 Detail
TK 1908	TK 1908	23/09/2026	14:50	14:50		ZURICH (ZRH)	International	Scheduled	 Detail
TK 1924	TK 1924	23/09/2026	14:50	14:50		BASEL (BSL)	International	Scheduled	 Detail
TK 662	TK 662	23/09/2026	14:50	14:50		ARIANA (TUN)	International	Scheduled	 Detail
J2 8105	J2 8105	23/09/2026	14:55	14:55		BAKI (GYD)	International	Scheduled	 Detail
TK 2015	TK 2015	23/09/2026	14:55	14:55		KAYSERI (ASR)	Domestic	Scheduled	 Detail
XY 2985	XY 2985	23/09/2026	14:55	14:55		AL-QASSIM (ELQ)	International	Scheduled	 Detail
BT 422	BT 422	23/09/2026	15:00	15:00		CENTRAL SERBIA (BEG)	International	Scheduled	 Detail
PC 272	PC 272	23/09/2026	15:00	15:00		SOFIA-CAPITAL (SOF)	International	Scheduled	 Detail
TK 1798	TK 1798	23/09/2026	15:00	15:00		VAESTRA GOETALAND (GOT)	International	Scheduled	 Detail
TK 3101	TK 3101	23/09/2026	15:00	15:00		MUGLA (BJV)	Domestic	Scheduled	 Detail
VF 3135	VF 3135	23/09/2026	15:00	15:00		MUGLA (DLM)	Domestic	Scheduled	 Detail
NP 191	NP 191	23/09/2026	15:05	15:05		CAIRO (CAI)	International	Scheduled	 Detail
PC 2087	PC 2087	23/09/2026	15:05	15:05		CASTELO BRANCO (COV)	International	Scheduled	 Detail
TK 2005	TK 2005	23/09/2026	15:05	15:05		NEVSEHIR (NAV)	Domestic	Scheduled	 Detail
TK 32	TK 32	23/09/2026	15:40	15:05		ATLANTA (ATL)	International	Active	 Detail
S7 3749	S7 3749	23/09/2026	15:10	15:10		MOSKOVSKAYA (DME)	International	Scheduled	 Detail
TK 3035	TK 3035	23/09/2026	15:10	15:10		ANTALYA (AYT)	Domestic	Scheduled	 Detail
TO 3288	TO 3288	23/09/2026	15:10	15:10		ILE-DE-FRANCE (ORY)	International	Scheduled	 Detail
TK 18	TK 18	23/09/2026	14:50	15:15		ONTARIO (YYZ)	International	Active	 Detail
AH 3016	AH 3016	23/09/2026	15:15	15:15		ALGER (ALG)	International	Scheduled	 Detail
PC 2405	PC 2405	23/09/2026	15:15	15:15		GAZIANTEP (GZT)	Domestic	Scheduled	 Detail
A4 6075	A4 6075	23/09/2026	15:20	15:20		STAVROPOL'SKIY (MRV)	International	Scheduled	 Detail
VF 156	VF 156	23/09/2026	15:20	15:20		LEFKOSIA (ECN)	International	Scheduled	 Detail
PC 1222	PC 1222	23/09/2026	15:25	15:25		LATIUM (FCO)	International	Scheduled	 Detail
PC 2667	PC 2667	23/09/2026	15:25	15:25		ANKARA (ESB)	Domestic	Scheduled	 Detail
PC 948	PC 948	23/09/2026	15:25	15:25		ZURICH (ZRH)	International	Scheduled	 Detail
PC 968	PC 968	23/09/2026	15:25	15:25		BADEN-WUERTTEMBERG (STR)	International	Scheduled	 Detail
TK 2417	TK 2417	23/09/2026	15:25	15:25		ANTALYA (AYT)	Domestic	Scheduled	 Detail
TK 852	TK 852	23/09/2026	15:25	15:25		ALGER (ALG)	International	Scheduled	 Detail
DP 769	DP 769	23/09/2026	15:30	15:27		KRASNODARSKIY (KRR)	International	Scheduled	 Detail
TK 640	TK 640	23/09/2026	15:30	15:30		TRIPOLI (MJI)	International	Scheduled	 Detail
NH 219	NH 219	23/09/2026	15:35	15:35		KANAGAWA (HND)	International	Active	 Detail
PC 2249	PC 2249	23/09/2026	15:35	15:35		MUGLA (BJV)	Domestic	Scheduled	 Detail
PC 304	PC 304	23/09/2026	15:35	15:35		CENTRAL BOHEMIA (PRG)	International	Scheduled	 Detail
VF 54	VF 54	23/09/2026	15:35	15:35		ZURICH (ZRH)	International	Scheduled	 Detail
TK 171	TK 171	23/09/2026	15:10	15:38		TUEN MUN (HKG)	International	Active	 Detail
TK 63	TK 63	23/09/2026	15:35	15:39		NEGERI SEMBILAN (KUL)	International	Active	 Detail
PC 352	PC 352	23/09/2026	15:40	15:40		PETROVEC (SKP)	International	Scheduled	 Detail
TK 1588	TK 1588	23/09/2026	15:40	15:40		HESSE (FRA)	International	Scheduled	 Detail
TK 1938	TK 1938	23/09/2026	15:40	15:40		FLANDERS (BRU)	International	Scheduled	 Detail
TK 2215	TK 2215	23/09/2026	15:40	15:40		ADIYAMAN (ADF)	Domestic	Scheduled	 Detail
TK 513	TK 513	23/09/2026	15:40	15:40		RED SEA (PZU)	International	Scheduled	 Detail
C6 301	C6 301	23/09/2026	15:45	15:45		TOSHKENT SHAHRI (TAS)	International	Scheduled	 Detail
TK 106	TK 106	23/09/2026	15:45	15:45		BASEL (BSL)	International	Scheduled	 Detail
TK 1794	TK 1794	23/09/2026	15:45	15:45		STOCKHOLM (ARN)	International	Scheduled	 Detail
TK 1952	TK 1952	23/09/2026	15:45	15:45		NORTH HOLLAND (AMS)	International	Scheduled	 Detail
TK 2055	TK 2055	23/09/2026	15:45	15:45		KUTAHYA (KZR)	Domestic	Scheduled	 Detail
TK 3365	TK 3365	23/09/2026	15:45	15:45		BALIKESIR (EDO)	Domestic	Scheduled	 Detail
TK 6	TK 6	23/09/2026	14:50	15:47		ILLINOIS (ORD)	International	Active	 Detail
PC 2191	PC 2191	23/09/2026	15:50	15:50		IZMIR (ADB)	Domestic	Scheduled	 Detail
SU 656	SU 656	23/09/2026	15:50	15:50		KRASNODARSKIY (KRR)	International	Scheduled	 Detail
TK 1302	TK 1302	23/09/2026	15:50	15:50		MANISES (VLC)	International	Scheduled	 Detail
TK 1752	TK 1752	23/09/2026	15:50	15:50		AKERSHUS (OSL)	International	Scheduled	 Detail
TK 1762	TK 1762	23/09/2026	15:50	15:50		HELSINKI (HEL)	International	Scheduled	 Detail
TK 1804	TK 1804	23/09/2026	15:50	15:50		MIDI-PYRENEES (TLS)	International	Scheduled	 Detail
TK 3077	TK 3077	23/09/2026	15:50	15:50		IZMIR (ADB)	Domestic	Scheduled	 Detail
AH 3024	AH 3024	23/09/2026	15:55	15:55		VAHRAN (ORN)	International	Scheduled	 Detail
SU 2130	SU 2130	23/09/2026	15:55	15:55		MOSCOW (SVO)	International	Scheduled	 Detail
TK 2511	TK 2511	23/09/2026	15:55	15:55		MUGLA (BJV)	Domestic	Scheduled	 Detail
FV 6963	FV 6963	23/09/2026	16:00	16:00		ST. PETERSBURG (LED)	International	Scheduled	 Detail
TK 3145	TK 3145	23/09/2026	16:05	16:05		CASTELO BRANCO (COV)	International	Scheduled	 Detail
W4 3717	W4 3717	23/09/2026	16:05	16:05		IASI (IAS)	International	Scheduled	 Detail
TK 1968	TK 1968	23/09/2026	16:00	16:08		ENGLAND (BHX)	International	Scheduled	 Detail
OZ 551	OZ 551	23/09/2026	16:10	16:10		SEUL (ICN)	International	Active	 Detail
PC 286	PC 286	23/09/2026	16:10	16:10		TIRANE (TIA)	International	Scheduled	 Detail
PC 412	PC 412	23/09/2026	16:10	16:10		BRATISLAVA (BTS)	International	Scheduled	 Detail
TK 1822	TK 1822	23/09/2026	16:10	16:10		PARIS (CDG)	International	Scheduled	 Detail
TK 2151	TK 2151	23/09/2026	16:10	16:10		ANKARA (ESB)	Domestic	Scheduled	 Detail
TK 2559	TK 2559	23/09/2026	16:10	16:10		MUGLA (DLM)	Domestic	Scheduled	 Detail
TK 2677	TK 2677	23/09/2026	16:10	16:10		MARDIN (MQM)	Domestic	Scheduled	 Detail
VF 3015	VF 3015	23/09/2026	16:10	16:10		ANKARA (ESB)	Domestic	Scheduled	 Detail
VF 74	VF 74	23/09/2026	16:10	16:10		LATIUM (FCO)	International	Scheduled	 Detail
TK 21	TK 21	23/09/2026	15:45	16:15		SEUL (ICN)	International	Active	 Detail
PC 1020	PC 1020	23/09/2026	16:15	16:15		BAVARIA (MUC)	International	Scheduled	 Detail
PC 311	PC 311	23/09/2026	16:15	16:15		AJARIA (BUS)	International	Scheduled	 Detail
TK 2463	TK 2463	23/09/2026	16:15	16:15		CASTELO BRANCO (COV)	International	Scheduled	 Detail
VF 90	VF 90	23/09/2026	16:15	16:15		NORTH RHINE-WESTPHALIA (CGN)	International	Scheduled	 Detail
TK 34	TK 34	23/09/2026	17:10	16:17		GEORGE BUSH INTERCONTINENTAL AIRPORT (IAH)	International	Active	 Detail
KL 1959	KL 1959	23/09/2026	16:20	16:20		NORTH HOLLAND (AMS)	International	Scheduled	 Detail
PC 1917	PC 1917	23/09/2026	16:20	16:20		LEFKOSIA (ECN)	International	Scheduled	 Detail
TK 2325	TK 2325	23/09/2026	16:20	16:20		IZMIR (ADB)	Domestic	Scheduled	 Detail
TK 86	TK 86	23/09/2026	16:20	16:20		LOWER SAXONY (HAJ)	International	Scheduled	 Detail
VF 3037	VF 3037	23/09/2026	16:20	16:20		ANTALYA (AYT)	Domestic	Scheduled	 Detail
N4 1015	N4 1015	23/09/2026	16:25	16:25		TATARSTAN (KZN)	International	Scheduled	 Detail
TK 143	TK 143	23/09/2026	16:25	16:25		AR RIYAD (RUH)	International	Scheduled	 Detail
TK 414	TK 414	23/09/2026	16:25	16:25		MOSKOVSKAYA (VKO)	International	Scheduled	 Detail
TK 58	TK 58	23/09/2026	16:25	16:25		BERLIN (BER)	International	Scheduled	 Detail
TK 145	TK 145	23/09/2026	10:30	16:28		AR RIYAD (RUH)	International	Scheduled	 Detail
TK 2419	TK 2419	23/09/2026	16:30	16:30		ANTALYA (AYT)	Domestic	Scheduled	 Detail
VF 62	VF 62	23/09/2026	16:30	16:30		LOMBARDY (BGY)	International	Scheduled	 Detail
TK 2523	TK 2523	23/09/2026	16:35	16:35		MUGLA (BJV)	Domestic	Scheduled	 Detail
TK 2541	TK 2541	23/09/2026	16:35	16:35		RIZE–ARTVIN AIRPORT (RZV)	Domestic	Scheduled	 Detail
VF 42	VF 42	23/09/2026	16:35	16:35		BAVARIA (MUC)	International	Scheduled	 Detail
AT 910	AT 910	23/09/2026	16:40	16:40		CHAOUIA-OUARDIGHA (CMN)	International	Scheduled	 Detail
LO 135	LO 135	23/09/2026	16:40	16:40		MASOVIAN VOIVODESHIP (WAW)	International	Scheduled	 Detail
PC 916	PC 916	23/09/2026	16:40	16:40		STYRIA (GRZ)	International	Scheduled	 Detail
TK 1642	TK 1642	23/09/2026	16:40	16:40		BAVARIA (MUC)	International	Scheduled	 Detail
TK 1854	TK 1854	23/09/2026	16:40	16:40		CATALONIA (BCN)	International	Scheduled	 Detail
TK 3297	TK 3297	23/09/2026	16:40	16:40		RIZE–ARTVIN AIRPORT (RZV)	Domestic	Scheduled	 Detail
TK 402	TK 402	23/09/2026	16:40	16:40		ST. PETERSBURG (LED)	International	Scheduled	 Detail
TK 12	TK 12	23/09/2026	17:10	16:40		NEW YORK (JFK)	International	Active	 Detail
D7 604	D7 604	23/09/2026	16:05	16:41		NEGERI SEMBILAN (KUL)	International	Active	 Detail
TK 1994	TK 1994	23/09/2026	16:50	16:42		ENGLAND (MAN)	International	Scheduled	 Detail
PC 1280	PC 1280	23/09/2026	16:45	16:45		STOCKHOLM (ARN)	International	Scheduled	 Detail
PC 2283	PC 2283	23/09/2026	16:45	16:45		MUGLA (DLM)	Domestic	Scheduled	 Detail
PC 332	PC 332	23/09/2026	16:45	16:45		PEST (BUD)	International	Scheduled	 Detail
TK 1242	TK 1242	23/09/2026	16:45	16:45		ENGLAND (STN)	International	Scheduled	 Detail
TK 2017	TK 2017	23/09/2026	16:45	16:45		KAYSERI (ASR)	Domestic	Scheduled	 Detail
TK 2203	TK 2203	23/09/2026	16:45	16:45		KAHRAMANMARAS (KCM)	Domestic	Canceled	 Detail
TK 2633	TK 2633	23/09/2026	16:45	16:45		MALATYA (MLX)	Domestic	Canceled	 Detail
TK 3125	TK 3125	23/09/2026	16:45	16:45		MUGLA (DLM)	Domestic	Scheduled	 Detail
TK 647	TK 647	23/09/2026	16:45	16:45		BANAADIR (MGQ)	International	Scheduled	 Detail
TK 652	TK 652	23/09/2026	16:35	16:48		ALGER (ALG)	International	Scheduled	 Detail
TK 1982	TK 1982	23/09/2026	16:50	16:50		ENGLAND (LGW)	International	Scheduled	 Detail
TK 264	TK 264	23/09/2026	16:50	16:50		PETROVEC (SKP)	International	Scheduled	 Detail
TK 78	TK 78	23/09/2026	16:50	16:50		HAMBURG (HAM)	International	Scheduled	 Detail
TK 30	TK 30	23/09/2026	17:05	16:50		NEW JERSEY (EWR)	International	Active	 Detail
LH 1300	LH 1300	23/09/2026	16:55	16:55		HESSE (FRA)	International	Scheduled	 Detail
PC 902	PC 902	23/09/2026	16:55	16:55		LOWER AUSTRIA (VIE)	International	Scheduled	 Detail
TK 2749	TK 2749	23/09/2026	16:55	16:55		VAN (VAN)	Domestic	Scheduled	 Detail
TK 2861	TK 2861	23/09/2026	16:55	16:55		ISPARTA (ISE)	Domestic	Scheduled	 Detail
VF 266	VF 266	23/09/2026	16:55	16:55		STOCKHOLM (ARN)	International	Scheduled	 Detail
TK 1730	TK 1730	23/09/2026	17:00	17:00		BERLIN (BER)	International	Scheduled	 Detail
TK 2227	TK 2227	23/09/2026	17:00	17:00		GAZIANTEP (GZT)	Domestic	Scheduled	 Detail
TK 26	TK 26	23/09/2026	17:00	17:00		DUSSELDORF (DUS)	International	Scheduled	 Detail
VF 66	VF 66	23/09/2026	17:00	17:00		FLANDERS (BRU)	International	Scheduled	 Detail
